location,level,Cluster,Code,Concate,min,mid,max
Madrid,L2,Operation-Management,OPM-000,MadridOperation-ManagementL2,55200,63500,71800
Madrid,L3,Operation-Management,OPM-000,MadridOperation-ManagementL3,67400,77500,87600
Madrid,L4,Operation-Management,OPM-000,MadridOperation-ManagementL4,81100,93300,105400
Madrid,L5,Operation-Management,OPM-000,MadridOperation-ManagementL5,118500,136300,154000
Madrid,L6,Operation-Management,OPM-000,MadridOperation-ManagementL6,153900,177000,200100
Madrid,L7,Operation-Management,OPM-000,MadridOperation-ManagementL7,196700,226200,255700
Milan,L1,Operation-Management,OPM-000,MilanOperation-ManagementL1,37400,43000,48600
Milan,L2,Operation-Management,OPM-000,MilanOperation-ManagementL2,54900,63200,71400
Milan,L3,Operation-Management,OPM-000,MilanOperation-ManagementL3,68300,78500,88700
Milan,L4,Operation-Management,OPM-000,MilanOperation-ManagementL4,84000,96600,109200
Milan,L5,Operation-Management,OPM-000,MilanOperation-ManagementL5,126100,145000,163900
Milan,L6,Operation-Management,OPM-000,MilanOperation-ManagementL6,165600,190500,215300
Milan,L7,Operation-Management,OPM-000,MilanOperation-ManagementL7,197500,227200,256800
Paris,L1,Operation-Management,OPM-000,ParisOperation-ManagementL1,42500,48900,55200
Paris,L2,Operation-Management,OPM-000,ParisOperation-ManagementL2,52600,60400,68300
Paris,L3,Operation-Management,OPM-000,ParisOperation-ManagementL3,65400,75200,85100
Paris,L4,Operation-Management,OPM-000,ParisOperation-ManagementL4,89500,102900,116300
Paris,L5,Operation-Management,OPM-000,ParisOperation-ManagementL5,116500,134000,151500
Paris,L6,Operation-Management,OPM-000,ParisOperation-ManagementL6,155100,178400,201600
Paris,L7,Operation-Management,OPM-000,ParisOperation-ManagementL7,186700,214700,242700
Amstandarm,L1,Operation-Management,OPM-000,AmstandarmOperation-ManagementL1,41000,47100,53300
Amstandarm,L2,Operation-Management,OPM-000,AmstandarmOperation-ManagementL2,50700,58300,65900
Amstandarm,L3,Operation-Management,OPM-000,AmstandarmOperation-ManagementL3,65400,75200,85000
Amstandarm,L4,Operation-Management,OPM-000,AmstandarmOperation-ManagementL4,86700,99700,112700
Amstandarm,L5,Operation-Management,OPM-000,AmstandarmOperation-ManagementL5,120300,138300,156400
Amstandarm,L6,Operation-Management,OPM-000,AmstandarmOperation-ManagementL6,164400,189100,213700
Amstandarm,L7,Operation-Management,OPM-000,AmstandarmOperation-ManagementL7,186500,214500,242400
Barcelona,L1,Productions,PRD-000,BarcelonaProductionsL1,42300,48600,54900
Barcelona,L2,Productions,PRD-000,BarcelonaProductionsL2,54200,62400,70500
Barcelona,L3,Productions,PRD-000,BarcelonaProductionsL3,73300,84200,95200
Barcelona,L4,Productions,PRD-000,BarcelonaProductionsL4,82900,95300,107800
Barcelona,L5,Productions,PRD-000,BarcelonaProductionsL5,121400,139700,157900
Barcelona,L6,Productions,PRD-000,BarcelonaProductionsL6,162300,186600,211000
Barcelona,L7,Productions,PRD-000,BarcelonaProductionsL7,182200,209500,236800
Warsaw,L1,Productions,PRD-000,WarsawProductionsL1,36600,42100,47600
Warsaw,L2,Productions,PRD-000,WarsawProductionsL2,56400,64800,73300
Warsaw,L3,Productions,PRD-000,WarsawProductionsL3,68000,78200,88400
Warsaw,L4,Productions,PRD-000,WarsawProductionsL4,86900,99900,113000
Warsaw,L5,Productions,PRD-000,WarsawProductionsL5,117600,135300,152900
Warsaw,L6,Productions,PRD-000,WarsawProductionsL6,155300,178600,202000
Warsaw,L7,Productions,PRD-000,WarsawProductionsL7,179600,206500,233400
Berlin,L1,Productions,PRD-000,BerlinProductionsL1,35000,40300,45500
Berlin,L2,Productions,PRD-000,BerlinProductionsL2,54000,62100,70200
Berlin,L3,Productions,PRD-000,BerlinProductionsL3,66100,76000,85900
Berlin,L4,Productions,PRD-000,BerlinProductionsL4,82500,94900,107300
Berlin,L5,Productions,PRD-000,BerlinProductionsL5,115200,132400,149700
Berlin,L6,Productions,PRD-000,BerlinProductionsL6,153300,176300,199200
Berlin,L7,Productions,PRD-000,BerlinProductionsL7,193100,222100,251100
Vienna,L1,Productions,PRD-000,ViennaProductionsL1,42900,49400,55800
Vienna,L2,Productions,PRD-000,ViennaProductionsL2,58300,67100,75800
Vienna,L3,Productions,PRD-000,ViennaProductionsL3,65800,75600,85500
Vienna,L4,Productions,PRD-000,ViennaProductionsL4,81800,94100,106300
Vienna,L5,Productions,PRD-000,ViennaProductionsL5,112500,129300,146200
Vienna,L6,Productions,PRD-000,ViennaProductionsL6,148300,170600,192800
Vienna,L7,Productions,PRD-000,ViennaProductionsL7,187600,215800,243900
Hamburg,L1,Productions,PRD-000,HamburgProductionsL1,40900,47100,53200
Hamburg,L2,Productions,PRD-000,HamburgProductionsL2,54300,62400,70600
Hamburg,L3,Productions,PRD-000,HamburgProductionsL3,72400,83300,94200
Hamburg,L4,Productions,PRD-000,HamburgProductionsL4,80500,92600,104700
Hamburg,L5,Productions,PRD-000,HamburgProductionsL5,115700,133000,150400
Hamburg,L6,Productions,PRD-000,HamburgProductionsL6,151500,174200,196900
Hamburg,L7,Productions,PRD-000,HamburgProductionsL7,193700,222800,251900
Munich,L1,Productions,PRD-000,MunichProductionsL1,35700,41000,46300
Munich,L2,Productions,PRD-000,MunichProductionsL2,59600,68500,77500
Munich,L3,Productions,PRD-000,MunichProductionsL3,73200,84100,95100
Munich,L4,Productions,PRD-000,MunichProductionsL4,82000,94300,106600
Munich,L5,Productions,PRD-000,MunichProductionsL5,116900,134500,152000
Munich,L6,Productions,PRD-000,MunichProductionsL6,146800,168800,190900
Munich,L7,Productions,PRD-000,MunichProductionsL7,198100,227800,257500
Frankfurt,L1,Productions,PRD-000,FrankfurtProductionsL1,40800,46900,53000
Frankfurt,L2,Productions,PRD-000,FrankfurtProductionsL2,58100,66900,75600
Frankfurt,L3,Productions,PRD-000,FrankfurtProductionsL3,65600,75500,85300
Frankfurt,L4,Productions,PRD-000,FrankfurtProductionsL4,82700,95100,107600
Frankfurt,L5,Productions,PRD-000,FrankfurtProductionsL5,124600,143300,162000
Frankfurt,L6,Productions,PRD-000,FrankfurtProductionsL6,157300,180900,204500
Frankfurt,L7,Productions,PRD-000,FrankfurtProductionsL7,192100,220900,249700
Stuttgart,L1,Productions,PRD-000,StuttgartProductionsL1,35600,40900,46300
Stuttgart,L2,Productions,PRD-000,StuttgartProductionsL2,58400,67100,75900
Stuttgart,L3,Productions,PRD-000,StuttgartProductionsL3,74800,86100,97300
Stuttgart,L4,Productions,PRD-000,StuttgartProductionsL4,84700,97400,110100
Stuttgart,L5,Productions,PRD-000,StuttgartProductionsL5,111800,128500,145300
Stuttgart,L6,Productions,PRD-000,StuttgartProductionsL6,159400,183300,207200
Stuttgart,L7,Productions,PRD-000,StuttgartProductionsL7,185400,213200,241100
Nuremberg,L1,Productions,PRD-000,NurembergProductionsL1,38800,44600,50400
Nuremberg,L2,Productions,PRD-000,NurembergProductionsL2,52300,60100,68000
Nuremberg,L3,Productions,PRD-000,NurembergProductionsL3,71600,82300,93000
Nuremberg,L4,Productions,PRD-000,NurembergProductionsL4,85800,98700,111500
Nuremberg,L5,Productions,PRD-000,NurembergProductionsL5,127300,146400,165500
Nuremberg,L6,Productions,PRD-000,NurembergProductionsL6,166600,191600,216600
Nuremberg,L7,Productions,PRD-000,NurembergProductionsL7,182700,210100,237600
Madrid,L1,Productions,PRD-000,MadridProductionsL1,43000,49500,55900
Madrid,L2,Productions,PRD-000,MadridProductionsL2,57400,66000,74600
Madrid,L3,Productions,PRD-000,MadridProductionsL3,66800,76900,86900
Madrid,L4,Productions,PRD-000,MadridProductionsL4,82700,95100,107500
Madrid,L5,Productions,PRD-000,MadridProductionsL5,127300,146400,165400
Madrid,L6,Productions,PRD-000,MadridProductionsL6,146300,168200,190100
Madrid,L7,Productions,PRD-000,MadridProductionsL7,189500,217900,246300
Milan,L1,Productions,PRD-000,MilanProductionsL1,37900,43600,49300
Milan,L2,Productions,PRD-000,MilanProductionsL2,50700,58300,65900
Milan,L3,Productions,PRD-000,MilanProductionsL3,67400,77600,87700
Milan,L4,Productions,PRD-000,MilanProductionsL4,81600,93900,106100
Milan,L5,Productions,PRD-000,MilanProductionsL5,120800,138900,157100
Milan,L6,Productions,PRD-000,MilanProductionsL6,153200,176200,199200
Milan,L7,Productions,PRD-000,MilanProductionsL7,171800,197600,223400
Paris,L1,Productions,PRD-000,ParisProductionsL1,36700,42200,47700
Paris,L2,Productions,PRD-000,ParisProductionsL2,59300,68100,77000
Paris,L3,Productions,PRD-000,ParisProductionsL3,67700,77800,88000
Paris,L4,Productions,PRD-000,ParisProductionsL4,81000,93200,105300
Paris,L5,Productions,PRD-000,ParisProductionsL5,118400,136200,153900
Paris,L6,Productions,PRD-000,ParisProductionsL6,165900,190700,215600
Paris,L7,Productions,PRD-000,ParisProductionsL7,177400,204000,230600
Amstandarm,L1,Productions,PRD-000,AmstandarmProductionsL1,38100,43900,49600
Amstandarm,L2,Productions,PRD-000,AmstandarmProductionsL2,52200,60000,67800
Amstandarm,L3,Productions,PRD-000,AmstandarmProductionsL3,70700,81300,91900
Amstandarm,L4,Productions,PRD-000,AmstandarmProductionsL4,86000,98900,111700
Amstandarm,L5,Productions,PRD-000,AmstandarmProductionsL5,126800,145800,164800
Amstandarm,L6,Productions,PRD-000,AmstandarmProductionsL6,155800,179100,202500
Amstandarm,L7,Productions,PRD-000,AmstandarmProductionsL7,175400,201700,228000
Barcelona,L1,Management,MAN-000,BarcelonaManagementL1,38100,43900,49600
Barcelona,L2,Management,MAN-000,BarcelonaManagementL2,52800,60700,68600
Barcelona,L3,Management,MAN-000,BarcelonaManagementL3,74700,85900,97100
Barcelona,L4,Management,MAN-000,BarcelonaManagementL4,81900,94200,106500
Barcelona,L5,Management,MAN-000,BarcelonaManagementL5,120100,138100,156100
Barcelona,L6,Management,MAN-000,BarcelonaManagementL6,149100,171500,193800
Barcelona,L7,Management,MAN-000,BarcelonaManagementL7,185200,213000,240800
Warsaw,L1,Management,MAN-000,WarsawManagementL1,41700,48000,54200
Warsaw,L2,Management,MAN-000,WarsawManagementL2,58000,66800,75500
Warsaw,L3,Management,MAN-000,WarsawManagementL3,72500,83300,94200
Warsaw,L4,Management,MAN-000,WarsawManagementL4,81200,93400,105500
Warsaw,L5,Management,MAN-000,WarsawManagementL5,124200,142800,161500
Warsaw,L6,Management,MAN-000,WarsawManagementL6,140900,162100,183200
Warsaw,L7,Management,MAN-000,WarsawManagementL7,195200,224400,253700
Berlin,L1,Management,MAN-000,BerlinManagementL1,37000,42600,48200
Berlin,L2,Management,MAN-000,BerlinManagementL2,55000,63200,71500
Berlin,L3,Management,MAN-000,BerlinManagementL3,72800,83800,94700
Berlin,L4,Management,MAN-000,BerlinManagementL4,86000,98900,111900
Berlin,L5,Management,MAN-000,BerlinManagementL5,112300,129100,145900
Berlin,L6,Management,MAN-000,BerlinManagementL6,149100,171500,193800
Berlin,L7,Management,MAN-000,BerlinManagementL7,172800,198700,224700
Vienna,L1,Management,MAN-000,ViennaManagementL1,42900,49300,55700
Vienna,L2,Management,MAN-000,ViennaManagementL2,58900,67700,76500
Vienna,L3,Management,MAN-000,ViennaManagementL3,66100,76100,86000
Vienna,L4,Management,MAN-000,ViennaManagementL4,87800,101000,114100
Vienna,L5,Management,MAN-000,ViennaManagementL5,124400,143100,161800
Vienna,L6,Management,MAN-000,ViennaManagementL6,148700,171000,193300
Vienna,L7,Management,MAN-000,ViennaManagementL7,182400,209800,237200
Hamburg,L1,Management,MAN-000,HamburgManagementL1,43900,50500,57100
Hamburg,L2,Management,MAN-000,HamburgManagementL2,58700,67600,76400
Hamburg,L3,Management,MAN-000,HamburgManagementL3,69500,79900,90300
Hamburg,L4,Management,MAN-000,HamburgManagementL4,85100,97900,110700
Hamburg,L5,Management,MAN-000,HamburgManagementL5,113700,130700,147800
Hamburg,L6,Management,MAN-000,HamburgManagementL6,144900,166600,188300
Hamburg,L7,Management,MAN-000,HamburgManagementL7,197000,226600,256100
Munich,L1,Management,MAN-000,MunichManagementL1,40300,46400,52400
Munich,L2,Management,MAN-000,MunichManagementL2,55400,63700,72000
Munich,L3,Management,MAN-000,MunichManagementL3,70700,81300,91900
Munich,L4,Management,MAN-000,MunichManagementL4,88100,101300,114600
Munich,L5,Management,MAN-000,MunichManagementL5,124600,143300,162000
Munich,L6,Management,MAN-000,MunichManagementL6,143800,165400,186900
Munich,L7,Management,MAN-000,MunichManagementL7,175400,201700,228100
Frankfurt,L1,Management,MAN-000,FrankfurtManagementL1,41700,48000,54200
Frankfurt,L2,Management,MAN-000,FrankfurtManagementL2,51300,59000,66600
Frankfurt,L3,Management,MAN-000,FrankfurtManagementL3,71700,82500,93300
Frankfurt,L4,Management,MAN-000,FrankfurtManagementL4,80300,92300,104300
Frankfurt,L5,Management,MAN-000,FrankfurtManagementL5,120400,138500,156500
Frankfurt,L6,Management,MAN-000,FrankfurtManagementL6,167800,193000,218100
Frankfurt,L7,Management,MAN-000,FrankfurtManagementL7,199100,228900,258800
Stuttgart,L1,Management,MAN-000,StuttgartManagementL1,42800,49300,55700
Stuttgart,L2,Management,MAN-000,StuttgartManagementL2,55900,64300,72700
Stuttgart,L3,Management,MAN-000,StuttgartManagementL3,67500,77600,87700
Stuttgart,L4,Management,MAN-000,StuttgartManagementL4,81200,93400,105500
Stuttgart,L5,Management,MAN-000,StuttgartManagementL5,123400,142000,160500
Stuttgart,L6,Management,MAN-000,StuttgartManagementL6,166800,191900,216900
Stuttgart,L7,Management,MAN-000,StuttgartManagementL7,187000,215000,243000
Nuremberg,L1,Management,MAN-000,NurembergManagementL1,41500,47700,53900
Nuremberg,L2,Management,MAN-000,NurembergManagementL2,54200,62300,70400
Nuremberg,L3,Management,MAN-000,NurembergManagementL3,71000,81600,92300
Nuremberg,L4,Management,MAN-000,NurembergManagementL4,87800,100900,114100
Nuremberg,L5,Management,MAN-000,NurembergManagementL5,120100,138100,156100
Nuremberg,L6,Management,MAN-000,NurembergManagementL6,167900,193100,218300
Nuremberg,L7,Management,MAN-000,NurembergManagementL7,192700,221700,250600
Madrid,L1,Management,MAN-000,MadridManagementL1,39900,45900,51900
Madrid,L2,Management,MAN-000,MadridManagementL2,58200,66900,75600
Madrid,L3,Management,MAN-000,MadridManagementL3,67500,77600,87700
Madrid,L4,Management,MAN-000,MadridManagementL4,80200,92300,104300
Madrid,L5,Management,MAN-000,MadridManagementL5,117000,134600,152100
Madrid,L6,Management,MAN-000,MadridManagementL6,156400,179800,203300
Madrid,L7,Management,MAN-000,MadridManagementL7,187100,215100,243200
Milan,L1,Management,MAN-000,MilanManagementL1,38500,44300,50100
Milan,L2,Management,MAN-000,MilanManagementL2,51400,59100,66800
Milan,L3,Management,MAN-000,MilanManagementL3,66500,76500,86500
Milan,L4,Management,MAN-000,MilanManagementL4,87900,101000,114200
Milan,L5,Management,MAN-000,MilanManagementL5,115700,133100,150500
Milan,L6,Management,MAN-000,MilanManagementL6,150700,173400,196000
Milan,L7,Management,MAN-000,MilanManagementL7,182300,209700,237000
Paris,L1,Management,MAN-000,ParisManagementL1,36100,41500,46900
Paris,L2,Management,MAN-000,ParisManagementL2,55900,64300,72700
Paris,L3,Management,MAN-000,ParisManagementL3,71500,82200,92900
Paris,L4,Management,MAN-000,ParisManagementL4,88100,101300,114500
Paris,L5,Management,MAN-000,ParisManagementL5,114700,132000,149200
Paris,L6,Management,MAN-000,ParisManagementL6,140600,161700,182800
Paris,L7,Management,MAN-000,ParisManagementL7,197900,227500,257200
Amstandarm,L1,Management,MAN-000,AmstandarmManagementL1,41900,48200,54500
Amstandarm,L2,Management,MAN-000,AmstandarmManagementL2,55300,63600,71900
Amstandarm,L3,Management,MAN-000,AmstandarmManagementL3,74000,85200,96300
Amstandarm,L4,Management,MAN-000,AmstandarmManagementL4,86500,99500,112400
Amstandarm,L5,Management,MAN-000,AmstandarmManagementL5,124700,143400,162100
Amstandarm,L6,Management,MAN-000,AmstandarmManagementL6,159000,182800,206700
Amstandarm,L7,Management,MAN-000,AmstandarmManagementL7,191500,220200,248900
Barcelona,L1,People-Tech,PTE-000,BarcelonaPeople-TechL1,37900,43600,49300
Barcelona,L2,People-Tech,PTE-000,BarcelonaPeople-TechL2,58300,67000,75800
Barcelona,L3,People-Tech,PTE-000,BarcelonaPeople-TechL3,67200,77200,87300
Barcelona,L4,People-Tech,PTE-000,BarcelonaPeople-TechL4,86100,99000,111900
Barcelona,L5,People-Tech,PTE-000,BarcelonaPeople-TechL5,117600,135300,152900
Barcelona,L6,People-Tech,PTE-000,BarcelonaPeople-TechL6,145800,167600,189500
Barcelona,L7,People-Tech,PTE-000,BarcelonaPeople-TechL7,194800,224000,253300
Warsaw,L1,People-Tech,PTE-000,WarsawPeople-TechL1,40100,46100,52100
Warsaw,L2,People-Tech,PTE-000,WarsawPeople-TechL2,53200,61200,69200
Warsaw,L3,People-Tech,PTE-000,WarsawPeople-TechL3,65500,75400,85200
Warsaw,L4,People-Tech,PTE-000,WarsawPeople-TechL4,85700,98600,111400
Warsaw,L5,People-Tech,PTE-000,WarsawPeople-TechL5,128400,147600,166900
Warsaw,L6,People-Tech,PTE-000,WarsawPeople-TechL6,167900,193100,218200
Warsaw,L7,People-Tech,PTE-000,WarsawPeople-TechL7,176100,202500,228900
Berlin,L1,People-Tech,PTE-000,BerlinPeople-TechL1,35200,40500,45800
Berlin,L2,People-Tech,PTE-000,BerlinPeople-TechL2,57500,66200,74800
Berlin,L3,People-Tech,PTE-000,BerlinPeople-TechL3,68400,78600,88900
Berlin,L4,People-Tech,PTE-000,BerlinPeople-TechL4,85200,97900,110700
Berlin,L5,People-Tech,PTE-000,BerlinPeople-TechL5,118900,136800,154600
Berlin,L6,People-Tech,PTE-000,BerlinPeople-TechL6,145300,167100,189000
Berlin,L7,People-Tech,PTE-000,BerlinPeople-TechL7,193000,221900,250900
Vienna,L1,People-Tech,PTE-000,ViennaPeople-TechL1,41800,48000,54300
Vienna,L2,People-Tech,PTE-000,ViennaPeople-TechL2,55400,63800,72100
Vienna,L3,People-Tech,PTE-000,ViennaPeople-TechL3,68200,78400,88600
Vienna,L4,People-Tech,PTE-000,ViennaPeople-TechL4,89200,102600,115900
Vienna,L5,People-Tech,PTE-000,ViennaPeople-TechL5,122800,141200,159600
Vienna,L6,People-Tech,PTE-000,ViennaPeople-TechL6,146200,168100,190100
Vienna,L7,People-Tech,PTE-000,ViennaPeople-TechL7,177800,204400,231100
Hamburg,L1,People-Tech,PTE-000,HamburgPeople-TechL1,39500,45400,51300
Hamburg,L2,People-Tech,PTE-000,HamburgPeople-TechL2,56700,65200,73700
Hamburg,L3,People-Tech,PTE-000,HamburgPeople-TechL3,73900,84900,96000
Hamburg,L4,People-Tech,PTE-000,HamburgPeople-TechL4,88600,101900,115200
Hamburg,L5,People-Tech,PTE-000,HamburgPeople-TechL5,118200,135900,153600
Hamburg,L6,People-Tech,PTE-000,HamburgPeople-TechL6,146500,168500,190400
Hamburg,L7,People-Tech,PTE-000,HamburgPeople-TechL7,188400,216600,244900
Munich,L1,People-Tech,PTE-000,MunichPeople-TechL1,39600,45500,51500
Munich,L2,People-Tech,PTE-000,MunichPeople-TechL2,57700,66300,75000
Munich,L3,People-Tech,PTE-000,MunichPeople-TechL3,73300,84300,95200
Munich,L4,People-Tech,PTE-000,MunichPeople-TechL4,82700,95100,107500
Munich,L5,People-Tech,PTE-000,MunichPeople-TechL5,112600,129400,146300
Munich,L6,People-Tech,PTE-000,MunichPeople-TechL6,142700,164100,185500
Munich,L7,People-Tech,PTE-000,MunichPeople-TechL7,184500,212100,239800
Frankfurt,L1,People-Tech,PTE-000,FrankfurtPeople-TechL1,35900,41300,46700
Frankfurt,L2,People-Tech,PTE-000,FrankfurtPeople-TechL2,51300,59000,66700
Frankfurt,L3,People-Tech,PTE-000,FrankfurtPeople-TechL3,69800,80300,90800
Frankfurt,L4,People-Tech,PTE-000,FrankfurtPeople-TechL4,87100,100200,113300
Frankfurt,L5,People-Tech,PTE-000,FrankfurtPeople-TechL5,128700,148000,167300
Frankfurt,L6,People-Tech,PTE-000,FrankfurtPeople-TechL6,154300,177500,200600
Frankfurt,L7,People-Tech,PTE-000,FrankfurtPeople-TechL7,192500,221400,250200
Stuttgart,L1,People-Tech,PTE-000,StuttgartPeople-TechL1,38900,44800,50600
Stuttgart,L2,People-Tech,PTE-000,StuttgartPeople-TechL2,56700,65200,73700
Stuttgart,L3,People-Tech,PTE-000,StuttgartPeople-TechL3,66100,76000,85900
Stuttgart,L4,People-Tech,PTE-000,StuttgartPeople-TechL4,86700,99700,112700
Stuttgart,L5,People-Tech,PTE-000,StuttgartPeople-TechL5,114100,131200,148300
Stuttgart,L6,People-Tech,PTE-000,StuttgartPeople-TechL6,165200,189900,214700
Stuttgart,L7,People-Tech,PTE-000,StuttgartPeople-TechL7,186500,214500,242500
Nuremberg,L1,People-Tech,PTE-000,NurembergPeople-TechL1,40900,47100,53200
Nuremberg,L2,People-Tech,PTE-000,NurembergPeople-TechL2,57100,65700,74300
Nuremberg,L3,People-Tech,PTE-000,NurembergPeople-TechL3,72100,82900,93700
Nuremberg,L4,People-Tech,PTE-000,NurembergPeople-TechL4,82300,94700,107000
Nuremberg,L5,People-Tech,PTE-000,NurembergPeople-TechL5,122500,140900,159200
Nuremberg,L6,People-Tech,PTE-000,NurembergPeople-TechL6,163900,188400,213000
Nuremberg,L7,People-Tech,PTE-000,NurembergPeople-TechL7,194800,224000,253300
Madrid,L1,People-Tech,PTE-000,MadridPeople-TechL1,39200,45100,51000
Madrid,L2,People-Tech,PTE-000,MadridPeople-TechL2,51900,59700,67500
Madrid,L3,People-Tech,PTE-000,MadridPeople-TechL3,71200,81800,92500
Madrid,L4,People-Tech,PTE-000,MadridPeople-TechL4,84900,97600,110300
Madrid,L5,People-Tech,PTE-000,MadridPeople-TechL5,129800,149300,168800
Madrid,L6,People-Tech,PTE-000,MadridPeople-TechL6,144700,166400,188100
Madrid,L7,People-Tech,PTE-000,MadridPeople-TechL7,193500,222500,251600
Milan,L1,People-Tech,PTE-000,MilanPeople-TechL1,35800,41100,46500
Milan,L2,People-Tech,PTE-000,MilanPeople-TechL2,55800,64200,72600
Milan,L3,People-Tech,PTE-000,MilanPeople-TechL3,74600,85800,97000
Milan,L4,People-Tech,PTE-000,MilanPeople-TechL4,81300,93500,105700
Milan,L5,People-Tech,PTE-000,MilanPeople-TechL5,121200,139400,157600
Milan,L6,People-Tech,PTE-000,MilanPeople-TechL6,163000,187400,211900
Milan,L7,People-Tech,PTE-000,MilanPeople-TechL7,199400,229300,259200
Paris,L1,People-Tech,PTE-000,ParisPeople-TechL1,41500,47700,54000
Paris,L2,People-Tech,PTE-000,ParisPeople-TechL2,58700,67500,76300
Paris,L3,People-Tech,PTE-000,ParisPeople-TechL3,67600,77700,87900
Paris,L4,People-Tech,PTE-000,ParisPeople-TechL4,80400,92500,104500
Paris,L5,People-Tech,PTE-000,ParisPeople-TechL5,111700,128400,145200
Paris,L6,People-Tech,PTE-000,ParisPeople-TechL6,165600,190400,215200
Paris,L7,People-Tech,PTE-000,ParisPeople-TechL7,189000,217300,245600
Amstandarm,L1,People-Tech,PTE-000,AmstandarmPeople-TechL1,37300,42900,48500
Amstandarm,L2,People-Tech,PTE-000,AmstandarmPeople-TechL2,58400,67200,75900
Amstandarm,L3,People-Tech,PTE-000,AmstandarmPeople-TechL3,71200,81800,92500
Amstandarm,L4,People-Tech,PTE-000,AmstandarmPeople-TechL4,88800,102200,115500
Amstandarm,L5,People-Tech,PTE-000,AmstandarmPeople-TechL5,129500,148900,168300
Amstandarm,L6,People-Tech,PTE-000,AmstandarmPeople-TechL6,149500,172000,194400
Amstandarm,L7,People-Tech,PTE-000,AmstandarmPeople-TechL7,180700,207800,235000
Barcelona,L1,Comp&Benefit,CBT-000,BarcelonaComp&BenefitL1,37000,42600,48100
Barcelona,L2,Comp&Benefit,CBT-000,BarcelonaComp&BenefitL2,57200,65700,74300
Barcelona,L3,Comp&Benefit,CBT-000,BarcelonaComp&BenefitL3,72300,83100,94000
Barcelona,L4,Comp&Benefit,CBT-000,BarcelonaComp&BenefitL4,87200,100300,113400
Barcelona,L5,Comp&Benefit,CBT-000,BarcelonaComp&BenefitL5,124100,142700,161300
Barcelona,L6,Comp&Benefit,CBT-000,BarcelonaComp&BenefitL6,147400,169500,191600
Barcelona,L7,Comp&Benefit,CBT-000,BarcelonaComp&BenefitL7,182100,209400,236800
Warsaw,L1,Comp&Benefit,CBT-000,WarsawComp&BenefitL1,38100,43800,49500
Warsaw,L2,Comp&Benefit,CBT-000,WarsawComp&BenefitL2,55000,63200,71500
Warsaw,L3,Comp&Benefit,CBT-000,WarsawComp&BenefitL3,69400,79800,90200
Warsaw,L4,Comp&Benefit,CBT-000,WarsawComp&BenefitL4,84900,97600,110300
Warsaw,L5,Comp&Benefit,CBT-000,WarsawComp&BenefitL5,127400,146500,165600
Warsaw,L6,Comp&Benefit,CBT-000,WarsawComp&BenefitL6,155500,178800,202100
Warsaw,L7,Comp&Benefit,CBT-000,WarsawComp&BenefitL7,181900,209200,236500
Berlin,L1,Comp&Benefit,CBT-000,BerlinComp&BenefitL1,43900,50500,57100
Berlin,L2,Comp&Benefit,CBT-000,BerlinComp&BenefitL2,58100,66800,75600
Berlin,L3,Comp&Benefit,CBT-000,BerlinComp&BenefitL3,74500,85700,96800
Berlin,L4,Comp&Benefit,CBT-000,BerlinComp&BenefitL4,84300,96900,109600
Berlin,L5,Comp&Benefit,CBT-000,BerlinComp&BenefitL5,111300,127900,144600
Berlin,L6,Comp&Benefit,CBT-000,BerlinComp&BenefitL6,140700,161900,183000
Berlin,L7,Comp&Benefit,CBT-000,BerlinComp&BenefitL7,170300,195900,221400
Vienna,L1,Comp&Benefit,CBT-000,ViennaComp&BenefitL1,36000,41400,46800
Vienna,L2,Comp&Benefit,CBT-000,ViennaComp&BenefitL2,53800,61800,69900
Vienna,L3,Comp&Benefit,CBT-000,ViennaComp&BenefitL3,74700,85900,97100
Vienna,L4,Comp&Benefit,CBT-000,ViennaComp&BenefitL4,85500,98300,111100
Vienna,L5,Comp&Benefit,CBT-000,ViennaComp&BenefitL5,122600,141000,159400
Vienna,L6,Comp&Benefit,CBT-000,ViennaComp&BenefitL6,146600,168600,190600
Vienna,L7,Comp&Benefit,CBT-000,ViennaComp&BenefitL7,184200,211900,239500
Hamburg,L1,Comp&Benefit,CBT-000,HamburgComp&BenefitL1,41200,47400,53500
Hamburg,L2,Comp&Benefit,CBT-000,HamburgComp&BenefitL2,59200,68000,76900
Hamburg,L3,Comp&Benefit,CBT-000,HamburgComp&BenefitL3,68500,78800,89000
Hamburg,L4,Comp&Benefit,CBT-000,HamburgComp&BenefitL4,88000,101200,114300
Hamburg,L5,Comp&Benefit,CBT-000,HamburgComp&BenefitL5,111200,127800,144500
Hamburg,L6,Comp&Benefit,CBT-000,HamburgComp&BenefitL6,154400,177600,200700
Hamburg,L7,Comp&Benefit,CBT-000,HamburgComp&BenefitL7,172900,198800,224800
Munich,L1,Comp&Benefit,CBT-000,MunichComp&BenefitL1,44000,50600,57200
Munich,L2,Comp&Benefit,CBT-000,MunichComp&BenefitL2,54200,62300,70500
Munich,L3,Comp&Benefit,CBT-000,MunichComp&BenefitL3,74400,85500,96700
Munich,L4,Comp&Benefit,CBT-000,MunichComp&BenefitL4,81100,93300,105500
Munich,L5,Comp&Benefit,CBT-000,MunichComp&BenefitL5,118700,136500,154300
Munich,L6,Comp&Benefit,CBT-000,MunichComp&BenefitL6,153000,175900,198900
Munich,L7,Comp&Benefit,CBT-000,MunichComp&BenefitL7,178900,205700,232600
